Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
led7digit-0-2-4-5-6-7-8-9_vs_1,mdo,24.0,10.0,4.5,5.5,7.5,5.5,5.5,5.5,4.5,8.5,11.0
led7digit-0-2-4-5-6-7-8-9_vs_1,multirandbal,8.0,4.0,15.0,15.0,20.0,16.0,15.0,16.0,16.0,20.0,4.0
led7digit-0-2-4-5-6-7-8-9_vs_1,nromm,21.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.5,13.0
led7digit-0-2-4-5-6-7-8-9_vs_1,ocsv_us,29.0,29.0,29.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,23.0
led7digit-0-2-4-5-6-7-8-9_vs_1,orem_m,18.0,7.0,13.0,13.0,6.0,11.0,13.0,14.0,15.0,6.0,12.0
led7digit-0-2-4-5-6-7-8-9_vs_1,oremboost,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.5,20.0
led7digit-0-2-4-5-6-7-8-9_vs_1,pt_bagging,16.0,9.0,7.0,7.0,13.0,8.0,7.0,7.0,7.0,10.0,2.0
led7digit-0-2-4-5-6-7-8-9_vs_1,s_smote,23.0,25.0,27.0,27.0,28.0,26.0,27.0,27.0,26.0,27.0,21.0
led7digit-0-2-4-5-6-7-8-9_vs_1,scut,12.0,11.0,14.0,14.0,19.0,15.0,14.0,13.0,14.0,19.0,26.0
led7digit-0-2-4-5-6-7-8-9_vs_1,shsampler,7.0,21.0,19.0,19.0,15.0,17.0,19.0,18.0,19.0,14.0,5.0
led7digit-0-2-4-5-6-7-8-9_vs_1,smom,14.0,8.0,4.5,5.5,7.5,5.5,5.5,5.5,4.5,8.5,17.0
led7digit-0-2-4-5-6-7-8-9_vs_1,soup,15.0,20.0,17.0,17.0,10.0,14.0,17.0,17.0,17.0,12.0,14.0
lymphography,DeepSMOTE,11.0,18.0,14.0,18.0,23.0,24.0,15.0,15.0,18.0,20.0,16.0
lymphography,SPE,19.0,16.0,23.0,24.0,5.0,11.0,22.0,23.0,24.0,23.0,25.0
lymphography,adaboost_ad,21.0,24.0,26.0,26.0,6.0,16.0,26.0,26.0,26.0,26.0,3.0
lymphography,amcs,22.0,21.0,24.0,21.0,24.0,23.0,24.0,25.0,21.0,22.0,8.0
lymphography,des_mi,18.0,22.0,25.0,17.0,17.0,17.0,25.0,24.0,16.0,16.0,7.0
lymphography,dpse,26.0,26.0,21.0,25.0,22.0,22.0,21.0,21.0,25.0,21.0,2.0
lymphography,drcw_aseg,16.0,14.0,15.0,13.0,16.0,14.0,14.0,14.0,15.0,13.0,11.0
lymphography,e_evrs,24.0,25.0,20.0,20.0,20.0,21.0,20.0,19.0,20.0,19.0,19.0
lymphography,easy_bpnn,17.0,13.0,12.5,19.0,3.0,4.0,11.0,10.0,19.0,17.0,24.0
lymphography,glos,10.0,11.0,12.5,10.0,14.0,13.0,13.0,13.0,8.0,11.0,9.0
lymphography,mc_ccr,7.0,6.0,3.5,8.0,11.0,8.0,4.0,4.0,9.0,7.0,4.0
lymphography,mc_evhs,6.0,17.0,11.0,14.0,21.0,19.0,12.0,12.0,14.0,15.0,12.0
lymphography,mc_nro,25.0,23.0,9.0,12.0,18.0,18.0,9.0,9.0,12.0,14.0,20.0
lymphography,mc_rbo,2.0,1.0,1.0,2.0,7.0,5.0,1.0,1.0,3.0,3.0,22.0
lymphography,mdo,5.0,5.0,5.0,4.0,12.0,9.0,5.0,5.0,4.0,8.0,6.0
lymphography,multirandbal,15.0,15.0,18.0,16.0,15.0,15.0,16.0,17.0,17.0,12.0,10.0
lymphography,nromm,1.0,2.0,2.0,3.0,8.0,6.0,2.0,2.0,2.0,4.0,15.0
lymphography,ocsv_us,4.0,3.0,22.0,23.0,25.0,25.0,23.0,22.0,22.0,25.0,23.0
lymphography,orem_m,3.0,4.0,3.5,6.0,9.0,7.0,3.0,3.0,7.0,5.0,13.0
lymphography,oremboost,12.0,8.0,10.0,11.0,13.0,12.0,10.0,11.0,11.0,10.0,18.0
lymphography,pt_bagging,23.0,20.0,16.0,22.0,26.0,26.0,18.0,20.0,23.0,24.0,1.0
lymphography,s_smote,20.0,19.0,17.0,15.0,19.0,20.0,17.0,16.0,13.0,18.0,21.0
lymphography,scut,13.0,12.0,19.0,9.0,4.0,3.0,19.0,18.0,6.0,6.0,26.0
lymphography,shsampler,14.0,10.0,8.0,7.0,1.0,2.0,6.0,7.0,10.0,1.0,5.0
lymphography,smom,9.0,9.0,6.0,5.0,10.0,10.0,7.0,8.0,5.0,9.0,17.0
lymphography,soup,8.0,7.0,7.0,1.0,2.0,1.0,8.0,6.0,1.0,2.0,14.0
lymphography-normal-fibrosis,DBCF,28.0,27.0,24.0,25.5,27.5,27.5,25.5,27.5,25.5,27.5,26.0
lymphography-normal-fibrosis,DEAHS,19.5,19.0,24.0,12.0,9.0,8.0,12.0,13.0,12.0,9.0,29.0
lymphography-normal-fibrosis,DeepSMOTE,2.0,2.0,9.5,15.5,17.5,17.5,15.5,15.5,13.5,17.5,17.0
lymphography-normal-fibrosis,SPE,24.0,24.0,28.0,28.0,6.0,9.0,27.0,25.0,27.0,6.0,27.0
lymphography-normal-fibrosis,adaboost_ad,25.0,28.0,27.0,27.0,10.0,16.0,28.0,26.0,28.0,10.0,5.0
lymphography-normal-fibrosis,amcs,27.0,12.5,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,4.0
lymphography-normal-fibrosis,des_mi,19.5,22.0,16.5,10.0,8.0,7.0,10.0,10.0,11.0,8.0,8.0
lymphography-normal-fibrosis,dpse,26.0,12.5,5.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0
lymphography-normal-fibrosis,drcw_aseg,5.0,5.0,9.5,3.5,4.5,3.5,3.5,3.5,2.5,4.0,3.0
lymphography-normal-fibrosis,e_evrs,15.5,26.0,16.5,11.0,15.0,14.0,11.0,11.0,10.0,15.0,16.0
lymphography-normal-fibrosis,easy_bpnn,5.0,5.0,26.0,14.0,1.0,1.0,14.0,12.0,24.0,1.0,19.0
lymphography-normal-fibrosis,evinci,21.0,25.0,24.0,25.5,27.5,27.5,25.5,27.5,25.5,27.5,25.0
lymphography-normal-fibrosis,glos,11.0,8.5,1.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,13.0
lymphography-normal-fibrosis,mc_ccr,11.0,8.5,5.0,7.5,12.5,11.5,7.5,7.5,7.5,12.5,6.0
lymphography-normal-fibrosis,mc_evhs,23.0,23.0,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,11.0
lymphography-normal-fibrosis,mc_nro,2.0,2.0,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,23.0
lymphography-normal-fibrosis,mc_rbo,11.0,8.5,5.0,7.5,12.5,11.5,7.5,7.5,7.5,12.5,20.0
lymphography-normal-fibrosis,mdo,15.5,19.0,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,12.0
lymphography-normal-fibrosis,multirandbal,14.0,11.0,22.0,13.0,16.0,15.0,13.0,14.0,15.0,16.0,7.0
lymphography-normal-fibrosis,nromm,8.5,15.5,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,14.0
lymphography-normal-fibrosis,ocsv_us,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,24.0
lymphography-normal-fibrosis,orem_m,13.0,19.0,5.0,7.5,12.5,11.5,7.5,7.5,7.5,12.5,9.0
lymphography-normal-fibrosis,oremboost,22.0,21.0,5.0,7.5,12.5,11.5,7.5,7.5,7.5,12.5,21.0
lymphography-normal-fibrosis,pt_bagging,7.0,8.5,9.5,3.5,4.5,3.5,3.5,3.5,2.5,4.0,1.0
lymphography-normal-fibrosis,s_smote,17.5,15.5,1.5,5.0,7.0,6.0,5.0,5.0,5.0,7.0,22.0
lymphography-normal-fibrosis,scut,8.5,15.5,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,28.0
lymphography-normal-fibrosis,shsampler,2.0,2.0,16.5,17.0,19.0,19.0,17.0,17.0,23.0,19.0,10.0
lymphography-normal-fibrosis,smom,5.0,5.0,16.5,21.0,23.0,23.0,21.0,21.0,19.0,23.0,18.0
lymphography-normal-fibrosis,soup,17.5,15.5,9.5,15.5,17.5,17.5,15.5,15.5,13.5,17.5,15.0
new-thyroid,DBCF,19.0,11.0,11.5,16.0,24.0,22.0,13.0,13.0,2.0,23.0,27.0
new-thyroid,DEAHS,11.0,7.0,7.5,9.0,13.0,13.0,8.0,8.0,8.0,12.5,29.0
new-thyroid,DeepSMOTE,22.0,23.0,24.5,26.0,25.0,23.0,26.0,26.0,23.0,25.0,17.0
new-thyroid,SPE,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,28.0
new-thyroid,adaboost_ad,28.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,24.0,27.0,4.0
new-thyroid,amcs,17.0,18.0,16.5,13.0,15.0,14.0,16.0,15.0,15.0,14.5,25.0
new-thyroid,des_mi,15.0,21.0,4.5,4.0,1.0,1.0,4.0,4.0,16.0,1.0,10.0
new-thyroid,dpse,27.0,27.0,16.5,18.0,23.0,25.0,18.0,18.0,9.0,24.0,2.0
new-thyroid,drcw_aseg,24.0,24.0,11.5,12.0,22.0,21.0,12.0,12.0,3.5,21.0,5.0
new-thyroid,e_evrs,29.0,29.0,27.0,27.0,28.0,29.0,27.0,27.0,21.0,29.0,18.0
new-thyroid,easy_bpnn,14.0,14.0,16.5,17.0,20.0,20.0,17.0,17.0,13.0,20.0,22.0
new-thyroid,evinci,20.0,15.0,16.5,20.0,26.0,26.0,19.0,19.0,5.0,26.0,23.0
new-thyroid,glos,9.0,12.0,16.5,15.0,14.0,15.0,15.0,16.0,18.0,14.5,8.0
new-thyroid,mc_ccr,8.0,8.0,4.5,5.0,5.0,5.0,5.0,5.0,10.0,5.0,7.0
new-thyroid,mc_evhs,10.0,13.0,11.5,10.0,10.0,10.0,10.0,11.0,17.0,10.0,9.0
new-thyroid,mc_nro,21.0,19.0,24.5,23.0,21.0,24.0,24.0,24.0,22.0,22.0,15.0
new-thyroid,mc_rbo,3.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0,6.0,3.0,24.0
new-thyroid,mdo,16.0,20.0,24.5,25.0,17.0,17.0,25.0,25.0,28.0,17.0,11.0
new-thyroid,multirandbal,13.0,16.0,20.5,19.0,7.0,7.0,20.0,20.0,25.0,7.0,3.0
new-thyroid,nromm,6.0,5.0,7.5,8.0,9.0,9.0,7.0,7.0,12.0,8.5,13.0
new-thyroid,ocsv_us,26.0,25.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,28.0,26.0
new-thyroid,orem_m,4.0,4.0,7.5,7.0,8.0,8.0,9.0,9.0,11.0,8.5,12.0
new-thyroid,oremboost,2.0,2.0,2.5,3.0,4.0,4.0,2.0,2.0,3.5,4.0,21.0
new-thyroid,pt_bagging,23.0,22.0,20.5,21.0,19.0,19.0,21.0,21.0,20.0,19.0,1.0
new-thyroid,s_smote,25.0,26.0,24.5,24.0,18.0,18.0,23.0,23.0,27.0,18.0,20.0
new-thyroid,scut,7.0,10.0,7.5,6.0,6.0,6.0,6.0,6.0,14.0,6.0,19.0
new-thyroid,shsampler,18.0,17.0,22.0,22.0,12.0,12.0,22.0,22.0,26.0,12.5,6.0
new-thyroid,smom,5.0,6.0,11.5,11.0,16.0,16.0,11.0,10.0,7.0,16.0,16.0
new-thyroid,soup,12.0,9.0,16.5,14.0,11.0,11.0,14.0,14.0,19.0,11.0,14.0
new-thyroid1,DBCF,15.5,14.0,11.0,12.0,19.0,19.0,12.0,13.0,8.0,19.5,27.0
new-thyroid1,DEAHS,4.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0
new-thyroid1,DeepSMOTE,23.0,23.0,22.5,21.0,18.0,20.0,21.0,21.0,24.0,18.0,17.0
new-thyroid1,SPE,4.5,4.0,2.5,2.5,5.5,5.5,2.5,2.5,2.5,5.5,28.0
new-thyroid1,adaboost_ad,27.0,28.0,25.5,26.0,24.0,26.0,26.0,27.0,25.0,24.0,5.0
new-thyroid1,amcs,26.0,25.0,28.0,28.0,27.0,29.0,28.0,28.0,28.0,27.0,23.0
new-thyroid1,des_mi,4.5,4.0,6.0,4.0,2.0,2.0,4.0,4.0,13.0,2.0,7.0
new-thyroid1,dpse,28.0,26.0,22.5,24.0,28.0,28.0,24.0,24.0,22.0,28.5,1.0
new-thyroid1,drcw_aseg,18.5,15.0,17.5,19.0,26.0,25.0,19.0,19.0,15.0,26.0,3.0
new-thyroid1,e_evrs,29.0,29.0,22.5,22.0,23.0,24.0,22.0,22.0,21.0,23.0,18.0
new-thyroid1,easy_bpnn,1.0,1.0,11.0,9.0,3.0,3.0,9.0,9.0,17.0,3.0,19.0
new-thyroid1,evinci,8.0,7.5,11.0,11.0,13.0,13.0,11.0,11.0,11.0,13.0,26.0
new-thyroid1,glos,12.5,11.0,22.5,23.0,29.0,27.0,23.0,23.0,18.0,28.5,9.0
new-thyroid1,mc_ccr,8.0,7.5,15.0,15.0,21.0,21.0,15.0,16.0,12.0,21.0,8.0
new-thyroid1,mc_evhs,21.5,24.0,19.5,18.0,9.0,9.0,18.0,18.0,19.0,9.0,10.0
new-thyroid1,mc_nro,8.0,9.0,19.5,20.0,17.0,18.0,20.0,20.0,23.0,17.0,16.0
new-thyroid1,mc_rbo,10.5,10.0,6.0,6.0,10.0,12.0,6.0,8.0,6.0,11.0,24.0
new-thyroid1,mdo,2.0,4.0,11.0,10.0,8.0,8.0,10.0,10.0,14.0,8.0,11.0
new-thyroid1,multirandbal,18.5,16.5,15.0,14.0,15.0,14.0,14.0,14.0,16.0,15.0,4.0
new-thyroid1,nromm,14.0,16.5,6.0,7.5,11.5,10.5,7.5,6.5,4.5,11.0,13.0
new-thyroid1,ocsv_us,24.0,22.0,29.0,29.0,22.0,22.0,29.0,29.0,29.0,22.0,25.0
new-thyroid1,orem_m,4.5,4.0,6.0,5.0,7.0,7.0,5.0,5.0,9.0,7.0,12.0
new-thyroid1,oremboost,15.5,21.0,6.0,7.5,11.5,10.5,7.5,6.5,4.5,11.0,22.0
new-thyroid1,pt_bagging,20.0,18.0,15.0,17.0,25.0,23.0,17.0,17.0,10.0,25.0,2.0
new-thyroid1,s_smote,25.0,27.0,17.5,16.0,4.0,4.0,16.0,15.0,20.0,4.0,21.0
new-thyroid1,scut,17.0,19.0,27.0,27.0,16.0,16.0,27.0,26.0,26.0,16.0,20.0
new-thyroid1,shsampler,21.5,20.0,25.5,25.0,14.0,15.0,25.0,25.0,27.0,14.0,6.0
new-thyroid1,smom,10.5,13.0,11.0,13.0,20.0,17.0,13.0,12.0,7.0,19.5,15.0
new-thyroid1,soup,12.5,12.0,2.5,2.5,5.5,5.5,2.5,2.5,2.5,5.5,14.0
new-thyroid2,DBCF,11.5,8.5,5.5,6.0,16.0,16.0,6.0,6.0,4.0,16.0,27.0
new-thyroid2,DEAHS,2.0,2.0,10.0,7.0,1.0,1.0,7.0,7.0,19.0,1.0,29.0
new-thyroid2,DeepSMOTE,25.0,26.0,26.5,27.0,24.0,24.0,27.0,26.0,26.0,23.5,17.0
new-thyroid2,SPE,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,28.0
new-thyroid2,adaboost_ad,27.0,29.0,26.5,26.0,23.0,25.0,26.0,27.0,27.0,23.5,5.0
new-thyroid2,amcs,28.0,27.0,28.0,28.0,27.0,29.0,28.0,28.0,28.0,27.0,23.0
new-thyroid2,des_mi,18.5,20.0,20.0,19.0,8.0,10.0,19.0,20.0,21.0,8.0,6.0
new-thyroid2,dpse,18.5,19.0,20.0,21.0,26.0,26.0,21.0,21.0,16.0,26.0,1.0
new-thyroid2,drcw_aseg,22.0,21.0,20.0,22.5,28.5,27.5,22.5,23.5,9.5,28.5,3.0
new-thyroid2,e_evrs,29.0,28.0,15.0,15.0,20.0,20.0,15.0,16.0,14.0,20.0,18.0
new-thyroid2,easy_bpnn,5.5,5.0,10.0,9.0,7.0,6.0,9.0,9.0,18.0,6.5,19.0
new-thyroid2,evinci,26.0,25.0,24.5,25.0,22.0,22.0,25.0,25.0,22.0,22.0,25.0
new-thyroid2,glos,11.5,12.5,15.0,14.0,19.0,21.0,14.0,17.0,15.0,20.0,8.0
new-thyroid2,mc_ccr,15.0,16.5,5.5,5.0,12.0,11.0,5.0,5.0,6.0,12.0,9.0
new-thyroid2,mc_evhs,11.5,8.5,10.0,10.5,13.5,13.5,10.5,10.5,11.5,13.5,10.0
new-thyroid2,mc_nro,11.5,12.5,20.0,20.0,15.0,15.0,20.0,19.0,20.0,15.0,16.0
new-thyroid2,mc_rbo,11.5,8.5,15.0,16.0,21.0,19.0,16.0,15.0,13.0,20.0,24.0
new-thyroid2,mdo,20.0,18.0,10.0,8.0,6.0,7.0,8.0,8.0,17.0,6.5,11.0
new-thyroid2,multirandbal,16.5,15.0,10.0,10.5,13.5,13.5,10.5,10.5,11.5,13.5,4.0
new-thyroid2,nromm,11.5,12.5,10.0,12.5,17.5,17.5,12.5,12.5,7.5,17.5,13.0
new-thyroid2,ocsv_us,24.0,24.0,29.0,29.0,25.0,23.0,29.0,29.0,29.0,25.0,26.0
new-thyroid2,orem_m,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,5.0,5.0,12.0
new-thyroid2,oremboost,5.5,5.0,3.0,3.5,9.5,8.5,3.5,3.5,2.5,9.5,22.0
new-thyroid2,pt_bagging,22.0,23.0,20.0,22.5,28.5,27.5,22.5,23.5,9.5,28.5,2.0
new-thyroid2,s_smote,22.0,22.0,20.0,18.0,3.0,5.0,18.0,18.0,24.0,3.5,21.0
new-thyroid2,scut,7.5,12.5,20.0,17.0,4.0,3.0,17.0,14.0,23.0,3.5,20.0
new-thyroid2,shsampler,4.0,5.0,24.5,24.0,11.0,12.0,24.0,22.0,25.0,11.0,7.0
new-thyroid2,smom,7.5,8.5,10.0,12.5,17.5,17.5,12.5,12.5,7.5,17.5,15.0
new-thyroid2,soup,16.5,16.5,3.0,3.5,9.5,8.5,3.5,3.5,2.5,9.5,14.0
page-blocks-1-3_vs_4,DBCF,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,27.0
page-blocks-1-3_vs_4,DEAHS,7.0,7.0,27.0,27.0,22.0,22.0,27.0,27.0,27.0,22.0,29.0
page-blocks-1-3_vs_4,DeepSMOTE,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0
page-blocks-1-3_vs_4,SPE,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,28.0
page-blocks-1-3_vs_4,adaboost_ad,25.0,26.0,25.0,24.0,18.0,19.0,24.0,24.0,24.0,20.0,7.0
page-blocks-1-3_vs_4,amcs,26.0,25.0,22.0,23.0,27.0,27.0,23.0,23.0,20.0,27.0,3.0
page-blocks-1-3_vs_4,des_mi,7.0,7.0,8.5,8.5,8.0,8.0,8.5,8.5,9.5,8.0,6.0
page-blocks-1-3_vs_4,dpse,7.0,7.0,8.5,8.5,8.0,8.0,8.5,8.5,9.5,8.0,1.0
page-blocks-1-3_vs_4,drcw_aseg,15.5,15.0,14.0,14.0,20.0,17.0,14.0,14.0,12.0,17.0,4.0
page-blocks-1-3_vs_4,e_evrs,27.0,28.0,23.0,22.0,24.0,24.0,22.0,22.0,23.0,24.0,18.0
page-blocks-1-3_vs_4,easy_bpnn,28.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,16.0
page-blocks-1-3_vs_4,evinci,20.0,18.0,17.0,17.0,25.0,25.0,17.0,19.0,15.0,25.0,24.0
page-blocks-1-3_vs_4,glos,7.0,7.0,15.5,15.0,14.0,13.0,15.0,15.0,16.0,13.5,9.0
page-blocks-1-3_vs_4,mc_ccr,7.0,7.0,8.5,8.5,8.0,8.0,8.5,8.5,9.5,8.0,11.0
page-blocks-1-3_vs_4,mc_evhs,18.5,19.0,24.0,25.0,17.0,20.0,25.0,25.0,25.0,19.0,8.0
page-blocks-1-3_vs_4,mc_nro,15.5,15.0,15.5,16.0,13.0,14.0,16.0,16.0,18.0,13.5,21.0
page-blocks-1-3_vs_4,mc_rbo,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0
page-blocks-1-3_vs_4,mdo,15.5,17.0,20.0,20.0,15.0,15.0,20.0,20.0,22.0,15.0,13.0
page-blocks-1-3_vs_4,multirandbal,18.5,20.0,12.5,11.5,11.5,11.5,11.5,11.5,13.5,11.5,5.0
page-blocks-1-3_vs_4,nromm,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0
page-blocks-1-3_vs_4,ocsv_us,29.0,27.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,23.0
page-blocks-1-3_vs_4,orem_m,7.0,7.0,18.5,19.0,23.0,23.0,19.0,18.0,17.0,23.0,12.0
page-blocks-1-3_vs_4,oremboost,21.0,22.0,12.5,11.5,11.5,11.5,11.5,11.5,13.5,11.5,26.0
page-blocks-1-3_vs_4,pt_bagging,15.5,15.0,11.0,13.0,16.0,16.0,13.0,13.0,7.0,16.0,2.0
page-blocks-1-3_vs_4,s_smote,24.0,23.0,21.0,21.0,26.0,26.0,21.0,21.0,21.0,26.0,22.0
page-blocks-1-3_vs_4,scut,7.0,7.0,8.5,8.5,8.0,8.0,8.5,8.5,9.5,8.0,20.0
page-blocks-1-3_vs_4,shsampler,23.0,24.0,26.0,26.0,21.0,21.0,26.0,26.0,26.0,21.0,10.0
page-blocks-1-3_vs_4,smom,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0
page-blocks-1-3_vs_4,soup,22.0,21.0,18.5,18.0,19.0,18.0,18.0,17.0,19.0,18.0,17.0
page-blocks0,DBCF,3.0,3.0,14.0,14.0,4.0,4.0,14.0,14.0,16.0,4.0,24.0
page-blocks0,DEAHS,2.0,2.0,23.0,23.0,1.0,1.0,23.0,23.0,24.0,1.0,27.0
page-blocks0,DeepSMOTE,19.0,15.0,7.0,9.0,18.0,18.0,9.0,10.0,7.0,18.0,17.0
page-blocks0,SPE,1.0,1.0,1.0,1.0,14.0,14.0,1.0,1.0,3.0,14.0,20.0
page-blocks0,adaboost_ad,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,13.0
page-blocks0,amcs,22.0,23.0,20.0,22.0,27.0,27.0,22.0,22.0,14.0,27.0,18.0
page-blocks0,des_mi,18.0,21.0,21.0,20.0,6.0,7.0,20.0,20.0,22.0,7.0,5.0
page-blocks0,dpse,25.0,22.0,10.0,13.0,17.0,17.0,13.0,13.0,9.0,17.0,7.0
page-blocks0,drcw_aseg,21.0,12.0,4.0,4.0,20.0,20.0,4.0,4.0,2.0,20.0,9.0
page-blocks0,e_evrs,27.0,29.0,27.0,26.0,23.0,23.0,26.0,26.0,27.0,23.0,14.0
page-blocks0,easy_bpnn,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,25.0,16.0
page-blocks0,evinci,10.0,6.0,3.0,2.0,15.0,15.0,2.0,2.0,6.0,15.0,25.0
page-blocks0,glos,6.0,9.0,15.0,15.0,8.0,9.0,15.0,15.0,15.0,9.0,2.0
page-blocks0,mc_ccr,4.0,7.0,11.0,7.0,7.0,6.0,7.0,7.0,12.0,6.0,4.0
page-blocks0,mc_evhs,23.0,26.0,28.0,27.0,25.0,24.0,27.0,27.0,28.0,24.0,6.0
page-blocks0,mc_nro,11.0,19.0,9.0,8.0,10.0,10.0,8.0,8.0,10.0,10.0,26.0
page-blocks0,mc_rbo,12.0,5.0,6.0,5.0,16.0,16.0,5.0,5.0,8.0,16.0,29.0
page-blocks0,mdo,15.0,11.0,5.0,6.0,19.0,19.0,6.0,6.0,5.0,19.0,3.0
page-blocks0,multirandbal,13.0,18.0,16.0,16.0,13.0,13.0,16.0,16.0,17.0,13.0,10.0
page-blocks0,nromm,16.0,13.0,17.0,17.0,12.0,12.0,17.0,17.0,18.0,12.0,22.0
page-blocks0,ocsv_us,28.0,27.0,24.0,28.0,28.0,28.0,28.0,28.0,19.0,28.0,12.0
page-blocks0,orem_m,17.0,16.0,13.0,12.0,5.0,5.0,12.0,11.0,13.0,5.0,11.0
page-blocks0,oremboost,7.0,4.0,8.0,11.0,21.0,21.0,11.0,12.0,4.0,21.0,23.0
page-blocks0,pt_bagging,20.0,10.0,2.0,3.0,22.0,22.0,3.0,3.0,1.0,22.0,8.0
page-blocks0,s_smote,26.0,25.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,26.0,19.0
page-blocks0,scut,9.0,14.0,18.0,18.0,11.0,11.0,18.0,18.0,20.0,11.0,15.0
page-blocks0,shsampler,14.0,20.0,22.0,21.0,2.0,2.0,21.0,21.0,23.0,2.0,1.0
page-blocks0,smom,5.0,8.0,12.0,10.0,9.0,8.0,10.0,9.0,11.0,8.0,21.0
page-blocks0,soup,8.0,17.0,19.0,19.0,3.0,3.0,19.0,19.0,21.0,3.0,28.0
pageblocks,DEAHS,11.0,6.0,11.5,5.0,6.0,6.0,7.0,6.0,6.0,3.0,28.0
pageblocks,DeepSMOTE,1.0,1.0,19.0,21.0,26.0,25.0,20.0,20.0,22.0,24.0,14.0
pageblocks,SPE,24.0,19.0,28.0,26.0,3.0,14.0,28.0,27.0,26.0,11.0,26.0
pageblocks,adaboost_ad,23.0,28.0,26.0,27.0,9.0,11.0,26.0,26.0,28.0,17.0,4.0
pageblocks,amcs,20.0,2.0,7.0,2.0,5.0,8.0,12.0,12.0,2.0,6.0,9.0
pageblocks,des_mi,7.0,14.0,14.5,14.0,14.0,12.0,13.0,13.0,12.0,13.0,8.0
pageblocks,dpse,25.0,25.0,10.0,10.0,18.0,19.0,9.0,9.0,7.0,14.0,3.0
pageblocks,drcw_aseg,16.0,13.0,2.0,6.0,13.0,10.0,3.0,3.0,5.0,12.0,13.0
pageblocks,e_evrs,28.0,27.0,22.0,24.0,27.0,26.0,24.0,24.0,24.0,26.0,22.0
pageblocks,easy_bpnn,14.0,24.0,25.0,9.0,1.0,1.0,23.0,23.0,11.0,1.0,23.0
pageblocks,evinci,3.0,16.0,5.5,4.0,4.0,3.0,4.0,4.0,4.0,5.0,20.0
pageblocks,glos,18.0,11.0,3.0,3.0,8.0,5.0,2.0,2.0,3.0,7.0,6.0
pageblocks,mc_ccr,19.0,20.0,14.5,22.0,25.0,21.0,16.0,16.0,21.0,23.0,5.0
pageblocks,mc_evhs,13.0,9.0,8.0,12.0,16.0,16.0,6.0,7.0,10.0,18.0,11.0
pageblocks,mc_nro,26.0,26.0,14.5,17.0,21.0,22.0,14.0,14.0,19.0,19.0,27.0
pageblocks,mc_rbo,4.0,10.0,9.0,25.0,28.0,27.0,15.0,15.0,25.0,27.0,25.0
pageblocks,mdo,17.0,8.0,4.0,7.0,10.0,7.0,5.0,5.0,9.0,8.0,10.0
pageblocks,multirandbal,21.0,17.0,20.0,16.0,17.0,15.0,19.0,19.0,20.0,15.0,12.0
pageblocks,nromm,6.0,3.0,5.5,20.0,20.0,24.0,8.0,8.0,13.0,25.0,17.0
pageblocks,ocsv_us,27.0,23.0,27.0,28.0,24.0,28.0,27.0,28.0,27.0,28.0,21.0
pageblocks,orem_m,22.0,21.0,18.0,15.0,15.0,17.0,18.0,18.0,17.0,16.0,7.0
pageblocks,oremboost,5.0,12.0,17.0,18.0,22.0,18.0,17.0,17.0,14.0,21.0,19.0
